id,city,buildYear,squareMeters,rooms,price,price_per_square_meter
8a85021aeb12fb96abd53f3b03ea6f8f,krakow,1995.0,28.0,1.0,480000,17142.857142857141
03709767ea7ca82d601185747230a8c0,krakow,,28.0,1.0,499900,17853.571428571428
cea16c59f88af1bfb811339e0d5a0cc5,krakow,2018.0,28.0,1.0,500000,17857.142857142859
2fc060653b34be03022e7e116ce3dbaa,krakow,1990.0,28.0,1.0,512000,18285.714285714286
a9f8b3bbc2c70b65db2f82a3d96af9a3,krakow,,28.0,2.0,530000,18928.571428571428
cbc23b5f392f5d1198244e40b51aec5a,krakow,2020.0,28.0,1.0,540000,19285.714285714286
19aa4d41e3d403a6de7086e55f283cb7,krakow,1970.0,28.0,2.0,545000,19464.285714285714
7bde3ad43838327a988c07af144951d3,krakow,2019.0,28.0,2.0,550000,19642.857142857141
5c94d50c777cb5b4bc8bb04c4b717393,krakow,1970.0,28.0,2.0,590000,21071.428571428572
eb78cfb4468aa4fccf59c3bce9fcd8a3,krakow,2021.0,28.0,1.0,595000,21250.0
6b482065f304e5198c3309a8bb125789,krakow,2021.0,28.0,1.0,597000,21321.428571428572
28b70f34eaa43e695169fdb07e06bc65,krakow,2021.0,28.0,1.0,597000,21321.428571428572
60937100e471ea0b14d1dce56ed3df00,krakow,2021.0,28.0,1.0,597000,21321.428571428572
49b6df3868d63433cc7612bcb7df1e7a,krakow,2020.0,28.0,1.0,599000,21392.857142857141
49b6df3868d63433cc7612bcb7df1e7a,krakow,2020.0,28.0,1.0,600000,21428.571428571428
4088632330ba6358ee54a8db37b8dab3,krakow,1930.0,28.0,2.0,720000,25714.285714285714
95b76fa8b66aac84a63ba1f6a2d0ea0e,krakow,2018.0,28.0,1.0,720000,25714.285714285714
